REGCODE,DIVCODE,STATEFP,COUNTYFP,CSACODE,CBSACODE,METDCODE,METMICSA,CENTOUTL,ADULTMEN,MSM12MTH,MSM5YEAR
3,7,40,19,,11620,,2,1,17141,94,146
3,7,40,21,538,45140,,2,1,17623,107,166
3,7,40,23,,,,,,5455,96,148
3,7,40,25,,,,,,893,5,8
3,7,40,27,416,36420,,1,1,99706,2285,3532
3,7,40,29,,,,,,2101,12,18
3,7,40,31,,30020,,1,1,48670,560,866
3,7,40,33,,30020,,1,2,2255,62,96
3,7,40,35,,,,,,5805,77,119
3,7,40,37,538,46140,,1,1,25833,297,459
3,7,40,39,,48220,,2,1,10622,102,158
3,7,40,41,,,,,,15808,170,263
3,7,40,43,,,,,,1778,10,15
3,7,40,45,,,,,,1537,8,13
3,7,40,47,,21420,,2,1,22478,375,579
3,7,40,49,,,,,,9969,55,85
3,7,40,51,416,36420,,1,2,19334,384,594
3,7,40,53,,,,,,1722,9,15
3,7,40,55,,,,,,2970,16,25
3,7,40,57,,,,,,1030,6,9
3,7,40,59,,,,,,1380,8,12
3,7,40,61,,,,,,4722,26,40
3,7,40,63,,,,,,5833,55,85
3,7,40,65,,11060,,2,1,9568,53,81
3,7,40,67,,,,,,2436,13,21
3,7,40,69,,,,,,4050,27,42
3,7,40,71,,38620,,2,1,16794,159,246
3,7,40,73,,,,,,5383,153,236
3,7,40,75,,,,,,3564,20,30
3,7,40,77,,,,,,4188,23,36
3,7,40,79,,22900,,1,2,18876,307,474
3,7,40,81,416,36420,,1,2,12567,277,429
3,7,40,83,416,36420,,1,1,15753,284,439
3,7,40,85,,,,,,3540,50,77
3,7,40,87,416,36420,,1,2,12608,208,321
3,7,40,89,,,,,,11830,65,101
3,7,40,91,,,,,,7806,43,66
3,7,40,93,,,,,,2883,16,25
3,7,40,95,,,,,,5858,32,50
3,7,40,97,,,,,,15086,83,128
3,7,40,99,,,,,,5171,28,44
3,7,40,101,538,34780,,2,1,25589,313,483
3,7,40,103,,,,,,4264,23,36
3,7,40,105,,,,,,3979,55,86
3,7,40,107,,,,,,5042,28,43
3,7,40,109,416,36420,,1,1,263035,9075,14028
3,7,40,111,538,46140,,1,2,14721,125,193
3,7,40,113,538,46140,,1,1,18243,193,299
3,7,40,115,309,33060,,2,1,11577,96,149
3,7,40,117,538,46140,,1,2,6127,43,66
3,7,40,119,,44660,,2,1,32092,437,675
3,7,40,121,,32540,,2,1,17962,99,153
3,7,40,123,,10220,,2,1,13789,180,278
3,7,40,125,416,43060,,2,1,24598,285,440
3,7,40,127,,,,,,4281,24,36
3,7,40,129,,,,,,1382,23,36
3,7,40,131,538,46140,,1,2,32046,337,521
3,7,40,133,,,,,,9083,50,77
3,7,40,135,,22900,,1,2,15211,189,293
3,7,40,137,,20340,,2,1,16494,272,421
3,7,40,139,,25100,,2,1,7845,43,67
3,7,40,141,,,,,,3045,17,26
3,7,40,143,538,46140,,1,1,217603,3633,5616
3,7,40,145,538,46140,,1,1,26612,263,406
3,7,40,147,538,12780,,2,1,18434,232,358
3,7,40,149,,,,,,4218,23,36
3,7,40,151,,,,,,3822,48,74
3,7,40,153,,49260,,2,1,8241,45,70
4,9,41,1,,,,,,6438,35,55
4,9,41,3,440,18700,,1,1,35522,449,695
4,9,41,5,440,38900,,1,1,141917,3467,5360
4,9,41,7,,11820,,2,1,14530,300,464
4,9,41,9,440,38900,,1,2,18648,431,667
4,9,41,11,,18300,,2,1,24955,137,212
4,9,41,13,140,39260,,2,1,8084,44,69
4,9,41,15,,15060,,2,1,9108,50,77
4,9,41,17,140,13460,,1,1,60735,742,1147
4,9,41,19,,40700,,2,1,41860,667,1031
4,9,41,21,,,,,,797,4,7
4,9,41,23,,,,,,2937,16,25
4,9,41,25,,,,,,2846,33,52
4,9,41,27,,26220,,2,1,8281,224,346
4,9,41,29,366,32780,,1,1,77529,763,1180
4,9,41,31,,,,,,8166,186,288
4,9,41,33,366,24420,,1,1,31706,324,501
4,9,41,35,,28900,,2,1,25543,399,617
4,9,41,37,,,,,,3406,19,29
4,9,41,39,,21660,,1,1,138300,2229,3445
4,9,41,41,,35440,,2,1,18310,309,478
4,9,41,43,440,10540,,1,1,43631,349,539
4,9,41,45,147,36620,,2,1,12896,71,110
4,9,41,47,440,41420,,1,1,116019,1593,2462
4,9,41,49,,25840,,2,2,4133,23,35
4,9,41,51,440,38900,,1,1,292450,18727,28949
4,9,41,53,440,41420,,1,1,27554,446,689
4,9,41,55,,,,,,728,4,6
4,9,41,57,,,,,,10139,75,116
4,9,41,59,,25840,,2,1,29532,329,509
4,9,41,61,,29260,,2,1,9679,352,545
4,9,41,63,,,,,,2772,42,65
4,9,41,65,,45520,,2,1,9662,102,158
4,9,41,67,440,38900,,1,1,195831,6186,9563
4,9,41,69,,,,,,534,3,5
4,9,41,71,440,38900,,1,2,37562,720,1114
1,2,42,1,276,23900,,1,1,38734,545,843
1,2,42,3,430,38300,,1,1,466388,17250,26666
1,2,42,5,430,38300,,1,2,26919,360,557
1,2,42,7,430,38300,,1,1,64616,1235,1909
1,2,42,9,,,,,,19179,230,356
1,2,42,11,428,39740,,1,1,152646,2155,3331
1,2,42,13,,11020,,1,1,48074,489,755
1,2,42,15,,42380,,2,1,23641,187,289
1,2,42,17,428,37980,33874,1,1,234832,7436,11496
1,2,42,19,430,38300,,1,1,70107,1283,1983
1,2,42,21,306,27780,,1,1,56252,480,741
1,2,42,23,,,,,,2011,11,17
1,2,42,25,408,10900,,1,1,25319,188,291
1,2,42,27,524,44300,,1,1,67733,1131,1749
1,2,42,29,428,37980,33874,1,1,184473,5607,8668
1,2,42,31,,,,,,15401,165,256
1,2,42,33,524,20180,,2,1,33848,248,383
1,2,42,35,558,30820,,2,1,15065,219,339
1,2,42,37,146,14100,,1,1,25773,242,374
1,2,42,39,240,32740,,2,1,33011,343,530
1,2,42,41,276,25420,,1,1,91785,1241,1919
1,2,42,43,276,25420,,1,1,98696,2301,3557
1,2,42,45,428,37980,37964,1,1,202486,4642,7176
1,2,42,47,,,,,,12524,159,246
1,2,42,49,240,21500,,1,1,105668,1634,2526
1,2,42,51,430,38300,,1,2,53094,787,1217
1,2,42,53,,,,,,4689,26,40
1,2,42,55,548,16540,,1,1,55436,490,758
1,2,42,57,,,,,,5719,50,77
1,2,42,59,,,,,,16028,153,237
1,2,42,61,,26500,,2,1,19741,209,323
1,2,42,63,430,26860,,2,1,35567,402,622
1,2,42,65,,,,,,17297,127,196
1,2,42,67,,,,,,9345,51,79
1,2,42,69,,42540,,1,1,80942,867,1340
1,2,42,71,,29540,,1,1,189928,3190,4932
1,2,42,73,430,35260,,2,1,33912,294,455
1,2,42,75,276,30140,,1,1,49786,703,1086
1,2,42,77,408,10900,,1,1,128896,1786,2761
1,2,42,79,,42540,,1,1,124481,1494,2310
1,2,42,81,558,48700,,1,1,44839,634,981
1,2,42,83,,14620,,2,1,17452,140,216
1,2,42,85,566,49660,,1,1,44290,392,605
1,2,42,87,,30380,,2,1,17364,168,259
1,2,42,89,408,20700,,1,1,63540,1327,2052
1,2,42,91,428,37980,33874,1,1,297396,7443,11505
1,2,42,93,146,14100,,1,1,6859,59,90
1,2,42,95,408,10900,,1,1,113225,1901,2939
1,2,42,97,146,44980,,2,1,37703,361,558
1,2,42,99,276,25420,,1,2,17623,192,296
1,2,42,101,428,37980,37964,1,1,550353,21703,33549
1,2,42,103,408,35620,35084,1,2,22027,1032,1595
1,2,42,105,,,,,,6702,74,114
1,2,42,107,,39060,,2,1,59914,486,751
1,2,42,109,146,42780,,2,1,15102,277,428
1,2,42,111,306,43740,,2,1,32341,526,814
1,2,42,113,,,,,,2828,16,24
1,2,42,115,,,,,,17065,268,414
1,2,42,117,,,,,,16454,105,162
1,2,42,119,146,30260,,2,1,20512,239,369
1,2,42,121,,36340,,2,1,20854,236,365
1,2,42,123,,47620,,2,1,16276,190,294
1,2,42,125,430,38300,,1,1,79681,1572,2430
1,2,42,127,,,,,,22430,307,475
1,2,42,129,430,38300,,1,1,141041,2908,4496
1,2,42,131,,42540,,1,2,11001,144,222
1,2,42,133,276,49620,,1,1,163426,2165,3347
1,1,44,1,148,39300,,1,1,18587,484,748
1,1,44,3,148,39300,,1,1,62492,1982,3064
1,1,44,5,148,39300,,1,1,32155,947,1463
1,1,44,7,148,39300,,1,1,233761,11011,17022
1,1,44,9,148,39300,,1,1,48910,981,1517
3,5,45,1,273,24940,,2,2,9308,125,193
3,5,45,3,,12260,,1,1,59713,794,1228
3,5,45,5,,,,,,4269,54,83
3,5,45,7,273,24860,,1,2,68153,580,897
3,5,45,9,,,,,,5805,32,49
3,5,45,11,,,,,,7823,48,74
3,5,45,13,,25940,,1,1,64390,980,1514
3,5,45,15,,16700,,1,1,68618,1008,1559
3,5,45,17,192,17900,,1,2,5670,40,61
3,5,45,19,,16700,,1,1,136345,2179,3369
3,5,45,21,273,23500,,2,1,20002,335,518
3,5,45,23,172,16740,,1,2,11912,210,324
3,5,45,25,,,,,,16977,192,297
3,5,45,27,,,,,,13413,146,225
3,5,45,29,,,,,,13866,176,272
3,5,45,31,,22500,,1,2,24172,246,381
3,5,45,33,,,,,,10683,59,91
3,5,45,35,,16700,,1,1,49211,536,829
3,5,45,37,,12260,,1,2,11583,189,293
3,5,45,39,192,17900,,1,2,8656,61,94
3,5,45,41,,22500,,1,1,47474,469,725
3,5,45,43,396,23860,,2,1,22144,266,412
3,5,45,45,273,24860,,1,1,167122,2434,3762
3,5,45,47,273,24940,,2,1,24259,413,639
3,5,45,49,,,,,,8115,97,151
3,5,45,51,396,34820,,1,1,106832,1409,2179
3,5,45,53,,25940,,1,2,10041,244,377
3,5,45,55,192,17900,,1,2,22147,216,334
3,5,45,57,172,16740,,1,2,29368,676,1044
3,5,45,59,273,24860,,1,2,24316,170,263
3,5,45,61,,,,,,7725,126,195
3,5,45,63,192,17900,,1,1,97365,1688,2610
3,5,45,65,,,,,,4781,26,41
3,5,45,67,,,,,,11067,222,343
3,5,45,69,,13500,,2,1,11937,66,101
3,5,45,71,192,35140,,2,1,13995,168,259
3,5,45,73,273,42860,,2,1,28768,223,345
3,5,45,75,192,36700,,2,1,32392,197,304
3,5,45,77,273,24860,,1,1,47244,462,714
3,5,45,79,192,17900,,1,1,144991,2376,3673
3,5,45,81,192,17900,,1,2,7718,107,165
3,5,45,83,273,43900,,1,1,103668,1262,1950
3,5,45,85,,44940,,1,1,38343,337,521
3,5,45,87,273,43900,,1,2,10315,72,112
3,5,45,89,,,,,,12492,147,227
3,5,45,91,172,16740,,1,2,81619,1630,2520
2,4,46,3,,,,,,1039,6,9
2,4,46,5,,26700,,2,1,6616,85,131
2,4,46,7,,,,,,1064,6,9
2,4,46,9,,,,,,3350,18,28
2,4,46,11,,15100,,2,1,13475,173,267
2,4,46,13,,10100,,2,1,13699,84,130
2,4,46,15,,,,,,1897,10,16
2,4,46,17,,,,,,609,3,5
2,4,46,19,,,,,,3819,100,154
2,4,46,21,,,,,,543,3,5
2,4,46,23,,,,,,3212,32,50
2,4,46,25,,,,,,1402,8,12
2,4,46,27,512,46820,,2,1,5610,31,48
2,4,46,29,,47980,,2,1,10162,56,86
2,4,46,31,,,,,,1358,7,12
2,4,46,33,452,39660,,1,2,3366,70,109
2,4,46,35,,33580,,2,1,7545,41,64
2,4,46,37,,,,,,2217,12,19
2,4,46,39,,,,,,1692,9,14
2,4,46,41,,,,,,1731,10,15
2,4,46,43,,,,,,1157,6,10
2,4,46,45,,10100,,2,2,1592,9,14
2,4,46,47,,,,,,2828,16,24
2,4,46,49,,,,,,954,5,8
2,4,46,51,,,,,,2875,34,52
2,4,46,53,,,,,,1639,9,14
2,4,46,55,,,,,,687,4,6
2,4,46,57,,,,,,2079,36,56
2,4,46,59,,,,,,1364,8,12
2,4,46,61,,33580,,2,2,1143,6,10
2,4,46,63,,,,,,530,3,5
2,4,46,65,,38180,,2,1,6282,35,53
2,4,46,67,,,,,,2797,29,45
2,4,46,69,,,,,,507,3,4
2,4,46,71,,,,,,1118,6,10
2,4,46,73,,,,,,744,4,6
2,4,46,75,,,,,,384,2,3
2,4,46,77,,,,,,1996,11,17
2,4,46,79,,,,,,4615,25,39
2,4,46,81,452,43940,,2,1,9672,173,268
2,4,46,83,,43620,,1,1,16222,204,315
2,4,46,85,,,,,,1388,8,12
2,4,46,87,,43620,,1,2,2067,14,22
2,4,46,89,,,,,,992,5,8
2,4,46,91,,,,,,1780,10,15
2,4,46,93,452,39660,,1,1,10015,70,108
2,4,46,95,,,,,,715,4,6
2,4,46,97,,,,,,884,5,8
2,4,46,99,,43620,,1,1,64288,869,1343
2,4,46,101,,,,,,2414,13,21
2,4,46,103,452,39660,,1,1,38392,642,992
2,4,46,105,,,,,,1200,19,30
2,4,46,107,,,,,,894,5,8
2,4,46,109,,,,,,3664,40,61
2,4,46,111,,,,,,974,5,8
2,4,46,113,,,,,,4038,22,34
2,4,46,115,,,,,,2479,14,21
2,4,46,117,,38180,,2,1,1167,6,10
2,4,46,119,,38180,,2,2,612,3,5
2,4,46,121,,,,,,2802,26,40
2,4,46,123,,,,,,2143,12,18
2,4,46,125,,43620,,1,2,3143,22,34
2,4,46,127,512,43580,,1,1,5352,72,111
2,4,46,129,,,,,,2077,11,18
2,4,46,135,,49460,,2,1,9181,50,78
2,4,46,137,,,,,,856,5,7
3,6,47,1,314,28940,,1,1,28165,402,621
3,6,47,3,400,43180,,2,1,16402,596,922
3,6,47,5,,,,,,6399,35,54
3,6,47,7,,,,,,5605,31,48
3,6,47,9,314,28940,,1,1,46245,387,598
3,6,47,11,174,17420,,1,1,36888,338,523
3,6,47,13,314,28940,,1,2,15353,122,188
3,6,47,15,400,34980,,1,2,5223,108,167
3,6,47,17,,,,,,10601,147,228
3,6,47,19,304,27740,,1,1,22235,268,415
3,6,47,21,400,34980,,1,2,14713,184,284
3,6,47,23,,27180,,1,2,6211,86,133
3,6,47,25,,,,,,12305,68,105
3,6,47,27,,,,,,3052,17,26
3,6,47,29,314,35460,,2,1,13482,149,230
3,6,47,31,,46100,,2,1,19170,203,314
3,6,47,33,,27180,,1,2,5215,61,94
3,6,47,35,,18900,,2,1,22127,185,286
3,6,47,37,400,34980,,1,1,238352,10844,16763
3,6,47,39,,,,,,4462,25,38
3,6,47,41,,,,,,7182,40,61
3,6,47,43,400,34980,,1,2,18108,226,350
3,6,47,45,,20540,,2,1,13671,141,218
3,6,47,47,368,32820,,1,2,14559,309,478
3,6,47,49,,,,,,6744,46,71
3,6,47,51,,46100,,2,2,15449,141,218
3,6,47,53,,,,,,17414,180,278
3,6,47,55,,,,,,11025,156,242
3,6,47,57,314,28940,,1,2,8664,61,94
3,6,47,59,,24620,,2,1,26182,326,504
3,6,47,61,,,,,,5117,28,44
3,6,47,63,314,34100,,1,1,22891,348,538
3,6,47,65,174,16860,,1,1,126771,1998,3089
3,6,47,67,,,,,,2592,14,22
3,6,47,69,,,,,,11869,79,121
3,6,47,71,,,,,,9880,93,144
3,6,47,73,304,28700,,1,1,21465,150,232
3,6,47,75,,,,,,6356,61,94
3,6,47,77,,,,,,10036,55,85
3,6,47,79,,37540,,2,1,12085,66,103
3,6,47,81,400,34980,,1,2,9992,125,193
3,6,47,83,,,,,,3156,35,55
3,6,47,85,,,,,,6975,121,187
3,6,47,87,,18260,,2,2,4626,76,117
3,6,47,89,314,34100,,1,1,19699,370,572
3,6,47,91,,,,,,8062,44,69
3,6,47,93,314,28940,,1,1,163779,2511,3882
3,6,47,95,,,,,,4229,23,36
3,6,47,97,,,,,,11180,179,277
3,6,47,99,400,29980,,2,1,14972,165,255
3,6,47,101,,,,,,4467,111,172
3,6,47,103,,,,,,12378,234,362
3,6,47,105,314,28940,,1,1,18939,179,277
3,6,47,107,174,11940,,2,1,19442,228,352
3,6,47,109,,,,,,9746,117,181
3,6,47,111,400,34980,,1,2,8121,138,213
3,6,47,113,,27180,,1,1,34735,463,715
3,6,47,115,174,16860,,1,2,10669,92,143
3,6,47,117,400,30280,,2,1,11191,118,182
3,6,47,119,400,34980,,1,2,29382,697,1078
3,6,47,121,,,,,,4612,86,134
3,6,47,123,,,,,,17075,146,226
3,6,47,125,,17300,,1,1,62746,501,774
3,6,47,127,,46100,,2,2,2455,14,21
3,6,47,129,314,28940,,1,2,9788,69,106
3,6,47,131,362,46460,,2,1,11589,82,127
3,6,47,133,,18260,,2,2,8266,45,70
3,6,47,135,,,,,,3045,63,98
3,6,47,137,,,,,,2038,11,17
3,6,47,139,174,17420,,1,2,6472,45,70
3,6,47,141,,18260,,2,1,27831,578,894
3,6,47,143,174,19420,,2,1,11908,65,101
3,6,47,145,314,28940,,1,2,20738,145,224
3,6,47,147,400,34980,,1,2,24100,554,857
3,6,47,149,400,34980,,1,2,97549,2503,3870
3,6,47,151,,,,,,8136,45,69
3,6,47,153,174,16860,,1,2,5434,85,131
3,6,47,155,314,42940,,2,1,34507,495,766
3,6,47,157,368,32820,,1,1,321669,11299,17466
3,6,47,159,400,34980,,1,2,7031,180,278
3,6,47,161,,,,,,5069,28,43
3,6,47,163,304,28700,,1,1,59458,708,1095
3,6,47,165,400,34980,,1,1,59041,1168,1806
3,6,47,167,368,32820,,1,2,21707,386,597
3,6,47,169,400,34980,,1,2,2900,36,56
3,6,47,171,304,27740,,1,2,7105,74,114
3,6,47,173,314,28940,,1,2,7175,61,94
3,6,47,175,,,,,,2185,12,19
3,6,47,177,,32660,,2,1,14725,170,262
3,6,47,179,304,27740,,1,1,47782,997,1541
3,6,47,181,,,,,,7668,42,65
3,6,47,183,362,32280,,2,1,13441,74,114
3,6,47,185,,,,,,9831,84,129
3,6,47,187,400,34980,,1,1,64247,1079,1668
3,6,47,189,400,34980,,1,1,42532,903,1396
3,7,48,1,,37300,,2,1,29014,237,367
3,7,48,3,,11380,,2,1,5363,29,46
3,7,48,5,,31260,,2,1,30914,366,566
3,7,48,7,204,18580,,1,2,9319,65,101
3,7,48,9,,48660,,1,2,3356,23,36
3,7,48,11,108,11100,,1,2,681,5,7
3,7,48,13,,41700,,1,2,15916,199,308
3,7,48,15,288,26420,,1,2,10481,162,251
3,7,48,17,,,,,,2520,14,21
3,7,48,19,,41700,,1,2,8192,775,1199
3,7,48,21,,12420,,1,2,28276,389,601
3,7,48,23,,,,,,1363,7,12
3,7,48,25,,13300,,2,1,15966,242,375
3,7,48,27,,28660,,1,1,111457,1264,1953
3,7,48,29,,41700,,1,1,621564,20959,32401
3,7,48,31,,,,,,4071,22,35
3,7,48,33,,,,,,217,1,2
3,7,48,35,,,,,,6897,38,59
3,7,48,37,,45500,,1,1,35392,259,401
3,7,48,39,288,26420,,1,1,117318,2764,4272
3,7,48,41,,17780,,1,1,79409,945,1461
3,7,48,43,,,,,,3698,20,31
3,7,48,45,,,,,,644,4,5
3,7,48,47,,,,,,2716,15,23
3,7,48,49,,15220,,2,1,14081,231,357
3,7,48,51,,17780,,1,2,6426,45,70
3,7,48,53,,,,,,16261,161,249
3,7,48,55,,12420,,1,2,14244,1081,1671
3,7,48,57,544,38920,,2,1,8076,44,69
3,7,48,59,,10180,,1,2,5040,35,55
3,7,48,61,154,15180,,1,1,129594,1351,2088
3,7,48,63,,,,,,4395,24,37
3,7,48,65,108,11100,,1,2,2220,19,29
3,7,48,67,,,,,,11074,70,108
3,7,48,69,,,,,,2814,15,24
3,7,48,71,288,26420,,1,1,12848,308,476
3,7,48,73,540,27380,,2,1,19136,223,344
3,7,48,75,,,,,,3442,231,356
3,7,48,77,,48660,,1,2,4026,28,44
3,7,48,79,,,,,,1077,6,9
3,7,48,81,,,,,,1257,7,11
3,7,48,83,,,,,,3321,60,93
3,7,48,85,206,19100,19124,1,1,282048,10792,16682
3,7,48,87,,,,,,1051,6,9
3,7,48,89,,,,,,7791,43,66
3,7,48,91,,41700,,1,1,41575,884,1366
3,7,48,93,,,,,,5198,127,196
3,7,48,95,,,,,,2498,56,87
3,7,48,97,206,23620,,2,1,14105,149,230
3,7,48,99,,28660,,1,1,26888,247,381
3,7,48,101,,,,,,553,3,5
3,7,48,103,,,,,,1596,9,14
3,7,48,105,,,,,,1408,8,12
3,7,48,107,352,31180,,1,2,2058,28,44
3,7,48,109,,,,,,807,4,7
3,7,48,111,,,,,,2462,14,21
3,7,48,113,206,19100,19124,1,1,855958,41650,64385
3,7,48,115,,29500,,2,1,6187,34,53
3,7,48,117,,25820,,2,1,6454,162,251
3,7,48,119,,,,,,1958,11,17
3,7,48,121,206,19100,19124,1,2,243096,5930,9167
3,7,48,123,,,,,,8231,45,70
3,7,48,125,,,,,,1043,6,9
3,7,48,127,,,,,,3449,19,29
3,7,48,129,,,,,,1387,8,12
3,7,48,131,,,,,,4720,114,177
3,7,48,133,,,,,,6907,38,59
3,7,48,135,372,36220,,1,1,49201,727,1124
3,7,48,137,,,,,,827,5,7
3,7,48,139,206,19100,19124,1,1,52867,1147,1773
3,7,48,141,238,21340,,1,1,273769,2792,4316
3,7,48,143,,44500,,2,1,14699,175,271
3,7,48,145,,47380,,1,2,6419,53,83
3,7,48,147,,,,,,14137,206,318
3,7,48,149,,,,,,9391,52,80
3,7,48,151,,,,,,1548,9,13
3,7,48,153,,,,,,2181,12,19
3,7,48,155,,,,,,421,2,4
3,7,48,157,288,26420,,1,1,208387,3350,5178
3,7,48,159,,,,,,3919,22,33
3,7,48,161,,,,,,7917,70,108
3,7,48,163,,,,,,8017,158,244
3,7,48,165,,,,,,5945,219,338
3,7,48,167,288,26420,,1,1,108578,2632,4069
3,7,48,169,,,,,,3481,19,30
3,7,48,171,,23240,,2,1,9573,118,183
3,7,48,173,,13700,,2,2,484,3,4
3,7,48,175,544,47020,,1,2,2797,20,30
3,7,48,177,,,,,,7251,88,136
3,7,48,179,,37420,,2,1,8958,49,76
3,7,48,181,206,43300,,1,1,44191,446,690
3,7,48,183,346,30980,,1,1,43807,704,1088
3,7,48,185,,,,,,11564,64,98
3,7,48,187,,41700,,1,1,47696,752,1163
3,7,48,189,,38380,,2,1,13460,74,114
3,7,48,191,,,,,,1186,7,10
3,7,48,193,,,,,,3186,18,27
3,7,48,195,,,,,,1937,11,16
3,7,48,197,,,,,,1509,17,26
3,7,48,199,,13140,,1,2,19747,266,411
3,7,48,201,288,26420,,1,1,1490581,53951,83401
3,7,48,203,346,32220,,2,1,23816,393,608
3,7,48,205,,,,,,3049,17,26
3,7,48,207,,,,,,2571,14,22
3,7,48,209,,12420,,1,1,61265,1405,2172
3,7,48,211,,,,,,1365,8,12
3,7,48,213,206,11980,,2,1,29274,487,752
3,7,48,215,365,32580,,1,1,247611,2667,4123
3,7,48,217,,,,,,12935,71,110
3,7,48,219,352,30220,,2,1,8252,45,70
3,7,48,221,206,19100,23104,1,2,19902,267,413
3,7,48,223,206,44860,,2,1,12815,70,109
3,7,48,225,,,,,,10055,55,85
3,7,48,227,,13700,,2,1,15854,115,178
3,7,48,229,238,21340,,1,2,1247,9,13
3,7,48,231,206,19100,19124,1,2,31851,516,798
3,7,48,233,108,14420,,2,1,8050,44,68
3,7,48,235,,41660,,1,2,587,4,6
3,7,48,237,,,,,,4066,42,65
3,7,48,239,,,,,,5110,28,43
3,7,48,241,,,,,,13071,261,404
3,7,48,243,,,,,,912,5,8
3,7,48,245,,13140,,1,1,98265,1284,1985
3,7,48,247,,,,,,2126,12,18
3,7,48,249,204,10860,,2,1,14249,124,191
3,7,48,251,206,19100,23104,1,1,55322,1412,2183
3,7,48,253,,10180,,1,2,11098,143,221
3,7,48,255,,,,,,7414,41,63
3,7,48,257,206,19100,19124,1,2,36392,646,999
3,7,48,259,,41700,,1,2,12808,478,739
3,7,48,261,204,28780,,2,2,201,1,2
3,7,48,263,,,,,,355,2,3
3,7,48,265,,28500,,2,1,18930,104,161
3,7,48,267,,,,,,1887,30,46
3,7,48,269,,,,,,157,1,1
3,7,48,271,,,,,,1462,8,12
3,7,48,273,204,28780,,2,1,12342,68,105
3,7,48,275,,,,,,1351,7,11
3,7,48,277,,37580,,2,1,18027,149,230
3,7,48,279,,,,,,4763,26,40
3,7,48,281,,28660,,1,2,7297,51,79
3,7,48,283,,,,,,2872,16,24
3,7,48,285,,,,,,7176,39,61
3,7,48,287,,,,,,6264,95,146
3,7,48,289,,,,,,6417,168,260
3,7,48,291,288,26420,,1,2,27442,420,649
3,7,48,293,,,,,,9285,51,79
3,7,48,295,,,,,,1264,7,11
3,7,48,297,,,,,,5151,48,74
3,7,48,299,,,,,,7757,60,93
3,7,48,301,,,,,,53,0,0
3,7,48,303,352,31180,,1,1,104794,1223,1891
3,7,48,305,352,31180,,1,2,2160,15,23
3,7,48,307,,,,,,3004,61,94
3,7,48,309,,47380,,1,1,84703,947,1465
3,7,48,311,,,,,,312,2,3
3,7,48,313,,,,,,6684,37,57
3,7,48,315,,,,,,4076,22,35
3,7,48,317,372,33260,,1,2,1727,12,19
3,7,48,319,,,,,,1655,251,388
3,7,48,321,288,13060,,2,1,13364,74,114
3,7,48,323,,20580,,2,1,17619,97,150
3,7,48,325,,41700,,1,2,17916,387,599
3,7,48,327,,,,,,759,4,6
3,7,48,329,372,33260,,1,1,50207,733,1133
3,7,48,331,,,,,,8749,103,159
3,7,48,333,,,,,,1725,9,15
3,7,48,335,,,,,,4722,26,40
3,7,48,337,,,,,,7404,41,63
3,7,48,339,288,26420,,1,2,167516,3152,4873
3,7,48,341,,20300,,2,1,7695,141,218
3,7,48,343,,,,,,4683,26,40
3,7,48,345,,,,,,488,3,4
3,7,48,347,,34860,,2,1,23322,229,354
3,7,48,349,206,18620,,2,1,17024,94,145
3,7,48,351,,13140,,1,2,5718,49,75
3,7,48,353,,45020,,2,1,5573,70,108
3,7,48,355,204,18580,,1,1,124082,1706,2637
3,7,48,357,,,,,,3633,44,67
3,7,48,359,108,11100,,1,2,683,12,18
3,7,48,361,,13140,,1,1,30318,277,428
3,7,48,363,206,33420,,2,1,10208,141,219
3,7,48,365,,,,,,8797,48,75
3,7,48,367,206,19100,23104,1,2,44685,960,1484
3,7,48,369,,,,,,3611,20,31
3,7,48,371,,,,,,6880,38,58
3,7,48,373,,,,,,19485,319,494
3,7,48,375,108,11100,,1,1,45120,406,627
3,7,48,377,,,,,,2649,15,23
3,7,48,379,,,,,,4328,24,37
3,7,48,381,108,11100,,1,1,44344,577,891
3,7,48,383,,,,,,1289,7,11
3,7,48,385,,,,,,1403,8,12
3,7,48,387,,,,,,4725,26,40
3,7,48,389,,37780,,2,1,6245,34,53
3,7,48,391,,,,,,2747,200,309
3,7,48,393,,,,,,347,2,3
3,7,48,395,,17780,,1,2,6019,107,165
3,7,48,397,206,19100,19124,1,1,27718,543,839
3,7,48,399,,,,,,3830,21,33
3,7,48,401,346,30980,,1,2,22034,191,295
3,7,48,403,,,,,,4198,23,36
3,7,48,405,,,,,,3428,19,29
3,7,48,407,,,,,,10049,55,85
3,7,48,409,204,18580,,1,1,23100,277,429
3,7,48,411,,,,,,2645,15,22
3,7,48,413,,,,,,1151,6,10
3,7,48,415,,43660,,2,1,6879,95,147
3,7,48,417,,,,,,1250,7,11
3,7,48,419,,,,,,9184,51,78
3,7,48,421,,,,,,1072,6,9
3,7,48,423,540,46340,,1,1,74755,1182,1828
3,7,48,425,206,19100,23104,1,2,3147,39,61
3,7,48,427,365,40100,,2,1,19340,106,164
3,7,48,429,,,,,,3834,21,33
3,7,48,431,,,,,,477,3,4
3,7,48,433,,,,,,514,3,4
3,7,48,435,,,,,,1450,8,12
3,7,48,437,,,,,,3134,17,27
3,7,48,439,206,19100,23104,1,1,645094,22336,34529
3,7,48,441,,10180,,1,1,48165,720,1113
3,7,48,443,,,,,,357,2,3
3,7,48,445,,,,,,5087,95,147
3,7,48,447,,,,,,644,32,50
3,7,48,449,,34420,,2,1,11103,61,94
